Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
representative,have,legal obligation,the capacity to undertake legal obligations on behalf of the entities,"['capacity', 'legal obligation', 'behalf', 'entity']",TITLE VIII GRANTS,Article 197  Eligibility criteria ,"[' \nThe eligibility criteria shall determine the conditions for participating in a call for proposals. ', ' \nAny of the following applicants shall be eligible for participating in a call for proposals: \n(a) legal persons; \n(b) natural persons, in so far as this is required by the nature or characteristics of the action or the objective pursued by \nthe applicant; \n(c) entities which do not have legal personality under the applicable national law, provided that their representatives have \nthe capacity to undertake legal obligations on behalf of the entities and that the entities offer guarantees for the \nprotection of the financial interests of the Union equivalent to those offered by legal persons. In particular the \napplicant shall have a financial and operational capacity equivalent to that of a legal person. The representatives of the \napplicant shall prove that those conditions are satisfied. ', ' \nThe call for proposals may lay down additional eligibility criteria which shall be established with due regard for the \nobjectives of the action and shall comply with the principles of transparency and non-discrimination. ', ' \nFor the purposes of Article 180(5) and of this Article, the JRC shall be considered as a legal person established in a \nMember State. ']",the capacity to undertake legal obligations on behalf of the entities
applicant,have,financial operational capacity,a financial and operational capacity equivalent to that of a legal person in particular,"['financial operational capacity', 'legal person']",TITLE VIII GRANTS,Article 197  Eligibility criteria ,"[' \nThe eligibility criteria shall determine the conditions for participating in a call for proposals. ', ' \nAny of the following applicants shall be eligible for participating in a call for proposals: \n(a) legal persons; \n(b) natural persons, in so far as this is required by the nature or characteristics of the action or the objective pursued by \nthe applicant; \n(c) entities which do not have legal personality under the applicable national law, provided that their representatives have \nthe capacity to undertake legal obligations on behalf of the entities and that the entities offer guarantees for the \nprotection of the financial interests of the Union equivalent to those offered by legal persons. In particular the \napplicant shall have a financial and operational capacity equivalent to that of a legal person. The representatives of the \napplicant shall prove that those conditions are satisfied. ', ' \nThe call for proposals may lay down additional eligibility criteria which shall be established with due regard for the \nobjectives of the action and shall comply with the principles of transparency and non-discrimination. ', ' \nFor the purposes of Article 180(5) and of this Article, the JRC shall be considered as a legal person established in a \nMember State. ']",a financial and operational capacity equivalent to that of a legal person in particular
selection criterion,be,propose action work programme,such as to make it possible to assess the applicants ability to complete the proposed action or work programme,"['applicant ability', 'propose action work programme']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",such as to make it possible to assess the applicants ability to complete the proposed action or work programme
applicant,have,funding,stable and sufficient sources of funding,"['stable sufficient source', 'funding']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",stable and sufficient sources of funding
applicant,have,propose action work programme,the professional competencies and qualifications required to complete the proposed action or work programme unless specifically provided otherwise in the basic act (operational capacity,"['professional competency', 'qualification', 'propose action work programme', 'basic act', 'operational capacity']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",the professional competencies and qualifications required to complete the proposed action or work programme unless specifically provided otherwise in the basic act  operational capacity
authorise officer responsible,have,financial operational capacity,reasonable grounds to question the financial or operational capacity of an applicant,"['reasonable ground', 'financial operational capacity', 'applicant']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",reasonable grounds to question the financial or operational capacity of an applicant
verification,apply,financial capacity,support natural persons to: natural persons in receipt of education most in need such as unemployed persons and refugees and in receipt of direct support public bodies including member state organisations international organisations    persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates and subsidies is to reinforce the financial capacity of a beneficiary or to generate an income,"['natural person', 'natural person', 'receipt', 'education', 'need', 'unemployed person', 'refugee', 'receipt', 'direct support public body', 'member state organisation international organisation       person', 'entity', 'interest rate rebate', 'fee subsidy', 'objective', 'rebate', 'subsidy', 'financial capacity', 'beneficiary', 'income']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",support natural persons to : natural persons in receipt of education most in need such as unemployed persons and refugees and in receipt of direct support public bodies including member state organisations international organisations     persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates and subsidies is to reinforce the financial capacity of a beneficiary or to generate an income
objective rebate subsidy,be,financial capacity,to reinforce the financial capacity of a beneficiary or to generate an income where,"['financial capacity', 'beneficiary', 'income']",TITLE VIII GRANTS,Article 198  Selection criteria ,"[' \nThe selection criteria shall be such as to make it possible to assess the applicant’s ability to complete the proposed \naction or work programme. ', ' \nThe applicant shall have stable and sufficient sources of funding to maintain his or her activity throughout the \nperiod for which the grant is awarded and to participate in its funding (‘financial capacity’). ', ' \nThe applicant shall have the professional competencies and qualifications required to complete the proposed action \nor work programme unless specifically provided otherwise in the basic act (‘operational capacity’). ', ' \nFinancial and operational capacity shall be verified in particular on the basis of an analysis of any information or \nsupporting documents referred to in Article 196. \nIf no supporting documents were requested in the call for proposals and if the authorising officer responsible has \nreasonable grounds to question the financial or operational capacity of an applicant, he or she shall request the \napplicant to provide any appropriate documents. \nIn the case of partnerships the verification shall be performed in accordance with Article 130(6). ', ' \nThe verification of financial capacity shall not apply to: \n(a) natural persons in receipt of education support; \n(b) natural persons most in need, such as unemployed persons and refugees, and in receipt of direct support; \n(c) public bodies, including Member State organisations; \n(d) international organisations;   \x0c \n(e) persons or entities applying for interest rate rebates and guarantee fee subsidies where the objective of those rebates \nand subsidies is to reinforce the financial capacity of a beneficiary or to generate an income. ', ' \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation to verify the oper\xad\national capacity of public bodies, Member State organisations or international organisations. ']",to reinforce the financial capacity of a beneficiary or to generate an income where
award criterion,be,union funding,such as to make the award criteria possible to: assess the quality of the proposals submitted in the light of the objectives and priorities set and of the expected results award grants to the actions or to the work programmes which maximise the overall effectiveness of the union funding evaluate the grant applications,"['award criterion', 'quality', 'proposal', 'light', 'objective', 'priority', 'expect result', 'grant', 'action', 'work programme', 'overall effectiveness', 'union funding', 'grant application']",TITLE VIII GRANTS,Article 199  Award criteria ,['\nThe award criteria shall be such as to make it possible to: \n(a) assess the quality of the proposals submitted in the light of the objectives and priorities set and of the expected \nresults; \n(b) award grants to the actions or to the work programmes which maximise the overall effectiveness of the Union \nfunding; \n(c) evaluate the grant applications. '],such as to make the award criteria possible to : assess the quality of the proposals submitted in the light of the objectives and priorities set and of the expected results award grants to the actions or to the work programmes which maximise the overall effectiveness of the union funding evaluate the grant applications
evaluation committee,refer,article,the authorising officer responsible may ask an applicant to provide additional information or to clarify the supporting documents submitted in accordance with article 151 to in article 150 or where appropriate,"['authorise officer', 'applicant', 'additional information', 'support document', 'accordance', 'article', 'article']",TITLE VIII GRANTS,Article 200  Evaluation procedure ,"[' \nProposals shall be evaluated, on the basis of the pre-announced selection and award criteria, with a view to \ndetermining which proposals may be financed. ', ' \nThe authorising officer responsible shall, where appropriate, divide the process into several procedural stages. The \nrules governing the process shall be announced in the call for proposals. \nThe applicants whose proposals are rejected at any stage shall be informed in accordance with paragraph 7. \nThe same documents and information shall not be required more than once during the same procedure. ', ' \nThe evaluation committee referred to in Article 150 or, where appropriate, the authorising officer responsible may \nask an applicant to provide additional information or to clarify the supporting documents submitted in accordance with \nArticle 151. The authorising officer shall keep appropriate records of contacts with applicants during the procedure. ', ' \nUpon completion of its work, the members of the evaluation committee shall sign a record of all the proposals \nexamined, containing an assessment of their quality and identifying those which may receive funding. \nWhere necessary that record shall rank the proposals examined, provide recommendations on the maximum amount to \naward and possible non-substantial adjustments to the grant application. \nThe record shall be kept for future reference. ', ' \nThe authorising officer responsible may invite an applicant to adjust its proposal in the light of the recommen\xad\ndations of the evaluation committee. The authorising officer responsible shall keep appropriate records of contacts with \napplicants during the procedure. ', ' \nThe authorising officer responsible shall, on the basis of the evaluation, take his or her decision giving at least: \n(a) the subject and the overall amount of the decision; \n(b) the names of the successful applicants, the title of the actions, the amounts accepted and the reasons for that choice, \nincluding where it is inconsistent with the opinion of the evaluation committee; \n(c) the names of any applicants rejected and the reasons for that rejection. ', ' \nThe authorising officer responsible shall inform applicants in writing of the decision on their application. If the \ngrant requested is not awarded, the Union institution concerned shall give the reasons for the rejection of the application. \nRejected applicants shall be informed as soon as possible of the outcome of the evaluation of their application and in any \ncase within 15 calendar days after information has been sent to the successful applicants. ', ' \nFor grants awarded pursuant to Article 195, the authorising officer responsible may: \n(a) decide not to apply paragraphs 2 and 4 of this Article and Article 150; \n(b) merge the content of the evaluation report and the award decision into a single document and sign it. \nL 193/128  \n\x0c ']",the authorising officer responsible may ask an applicant to provide additional information or to clarify the supporting documents submitted in accordance with article 151 to in article 150 or where appropriate
necessary record proposal examine,provide,grant application,recommendations on the maximum amount to award and possible nonsubstantial adjustments to the grant application,"['recommendation', 'maximum', 'award', 'nonsubstantial adjustment', 'grant application']",TITLE VIII GRANTS,Article 200  Evaluation procedure ,"[' \nProposals shall be evaluated, on the basis of the pre-announced selection and award criteria, with a view to \ndetermining which proposals may be financed. ', ' \nThe authorising officer responsible shall, where appropriate, divide the process into several procedural stages. The \nrules governing the process shall be announced in the call for proposals. \nThe applicants whose proposals are rejected at any stage shall be informed in accordance with paragraph 7. \nThe same documents and information shall not be required more than once during the same procedure. ', ' \nThe evaluation committee referred to in Article 150 or, where appropriate, the authorising officer responsible may \nask an applicant to provide additional information or to clarify the supporting documents submitted in accordance with \nArticle 151. The authorising officer shall keep appropriate records of contacts with applicants during the procedure. ', ' \nUpon completion of its work, the members of the evaluation committee shall sign a record of all the proposals \nexamined, containing an assessment of their quality and identifying those which may receive funding. \nWhere necessary that record shall rank the proposals examined, provide recommendations on the maximum amount to \naward and possible non-substantial adjustments to the grant application. \nThe record shall be kept for future reference. ', ' \nThe authorising officer responsible may invite an applicant to adjust its proposal in the light of the recommen\xad\ndations of the evaluation committee. The authorising officer responsible shall keep appropriate records of contacts with \napplicants during the procedure. ', ' \nThe authorising officer responsible shall, on the basis of the evaluation, take his or her decision giving at least: \n(a) the subject and the overall amount of the decision; \n(b) the names of the successful applicants, the title of the actions, the amounts accepted and the reasons for that choice, \nincluding where it is inconsistent with the opinion of the evaluation committee; \n(c) the names of any applicants rejected and the reasons for that rejection. ', ' \nThe authorising officer responsible shall inform applicants in writing of the decision on their application. If the \ngrant requested is not awarded, the Union institution concerned shall give the reasons for the rejection of the application. \nRejected applicants shall be informed as soon as possible of the outcome of the evaluation of their application and in any \ncase within 15 calendar days after information has been sent to the successful applicants. ', ' \nFor grants awarded pursuant to Article 195, the authorising officer responsible may: \n(a) decide not to apply paragraphs 2 and 4 of this Article and Article 150; \n(b) merge the content of the evaluation report and the award decision into a single document and sign it. \nL 193/128  \n\x0c ']",recommendations on the maximum amount to award and possible nonsubstantial adjustments to the grant application
grant request,award,union institution,the union institution concerned,['union institution'],TITLE VIII GRANTS,Article 200  Evaluation procedure ,"[' \nProposals shall be evaluated, on the basis of the pre-announced selection and award criteria, with a view to \ndetermining which proposals may be financed. ', ' \nThe authorising officer responsible shall, where appropriate, divide the process into several procedural stages. The \nrules governing the process shall be announced in the call for proposals. \nThe applicants whose proposals are rejected at any stage shall be informed in accordance with paragraph 7. \nThe same documents and information shall not be required more than once during the same procedure. ', ' \nThe evaluation committee referred to in Article 150 or, where appropriate, the authorising officer responsible may \nask an applicant to provide additional information or to clarify the supporting documents submitted in accordance with \nArticle 151. The authorising officer shall keep appropriate records of contacts with applicants during the procedure. ', ' \nUpon completion of its work, the members of the evaluation committee shall sign a record of all the proposals \nexamined, containing an assessment of their quality and identifying those which may receive funding. \nWhere necessary that record shall rank the proposals examined, provide recommendations on the maximum amount to \naward and possible non-substantial adjustments to the grant application. \nThe record shall be kept for future reference. ', ' \nThe authorising officer responsible may invite an applicant to adjust its proposal in the light of the recommen\xad\ndations of the evaluation committee. The authorising officer responsible shall keep appropriate records of contacts with \napplicants during the procedure. ', ' \nThe authorising officer responsible shall, on the basis of the evaluation, take his or her decision giving at least: \n(a) the subject and the overall amount of the decision; \n(b) the names of the successful applicants, the title of the actions, the amounts accepted and the reasons for that choice, \nincluding where it is inconsistent with the opinion of the evaluation committee; \n(c) the names of any applicants rejected and the reasons for that rejection. ', ' \nThe authorising officer responsible shall inform applicants in writing of the decision on their application. If the \ngrant requested is not awarded, the Union institution concerned shall give the reasons for the rejection of the application. \nRejected applicants shall be informed as soon as possible of the outcome of the evaluation of their application and in any \ncase within 15 calendar days after information has been sent to the successful applicants. ', ' \nFor grants awarded pursuant to Article 195, the authorising officer responsible may: \n(a) decide not to apply paragraphs 2 and 4 of this Article and Article 150; \n(b) merge the content of the evaluation report and the award decision into a single document and sign it. \nL 193/128  \n\x0c ']",the union institution concerned
amendment grant agreement,have,grant award decision,the purpose or the effect of making such changes that would call into question the grant award decision or be contrary to the principle of equal treatment of applicants,"['purpose', 'effect', 'change', 'question', 'grant award decision', 'principle', 'equal treatment', 'applicant']",TITLE VIII GRANTS,Article 201  Grant agreement ,"[' \nGrants shall be covered by a written agreement. ', ' \nThe grant agreement shall at least include the following: \n(a) the subject; \n(b) the beneficiary; \n(c) the duration, namely: \n(i) the date of its entry into force; \n(ii) the starting date and the duration of the action or the financial year of the funding; \n(d) a description of the action or, for an operating grant, of the work programme together with a description of the \nresults expected; \n(e) the maximum amount of Union funding expressed in euro, the estimated budget of the action or work programme \nand the form of the grant; \n(f) the rules regarding reporting and payments and the procurement rules provided for in Article 205; \n(g) the acceptance by the beneficiary of the obligations referred to in Article 129; \n(h) provisions governing the visibility of the Union financial support, except in duly justified cases where public display is \nnot possible or appropriate; \n(i) the applicable law which shall be Union law, complemented, where necessary, by national law as specified in the \ngrant agreement. Derogation may be made in the grant agreements concluded with international organisations; \n(j) the competent court or arbitration tribunal to hear disputes. ', ' \nPecuniary obligations of entities or persons other than States arising from the implementation of a grant agreement \nshall be enforceable in accordance with Article 100(2). ', ' \nAmendments to grant agreements shall not have the purpose or the effect of making such changes that would call \ninto question the grant award decision or be contrary to the principle of equal treatment of applicants. \nCHAPTER 4 \nImplementation of grants ']",the purpose or the effect of making such changes that would call into question the grant award decision or be contrary to the principle of equal treatment of applicants
control audit,have,similar condition,a material impact on a number of grants awarded to the beneficiary under similar conditions,"['material impact', 'number', 'grant', 'beneficiary', 'similar condition']",TITLE VIII GRANTS,Article 202  Amount of the grant and extension of audit findings ,"[' \nThe amount of the grant shall not become final until after the authorising officer responsible has approved the final \nreports and, where applicable, the accounts, without prejudice to subsequent audits, checks and investigations by the \nUnion institution concerned, OLAF or the Court of Auditors. Article 131(4) shall apply also after the amount of the grant \nhas become final. ', ' \nWhere controls or audits demonstrate systemic or recurrent irregularities, fraud or a breach of obligations \nattributable to the beneficiary and having a material impact on a number of grants awarded to that beneficiary under \nsimilar conditions, the authorising officer responsible may suspend the implementation of the grant agreement or \npayments under all the grants concerned or, where appropriate, terminate the grant agreements concerned with that \nbeneficiary, having regard to the seriousness of the findings. \nThe authorising officer responsible may, in addition, reduce the grants, reject ineligible costs and recover amounts unduly \npaid in respect of all the grants affected by the systemic or recurrent irregularities, fraud or breach of obligations referred \nto in the first subparagraph that may be subject to audits, checks and investigations in accordance with the grant \nagreements affected. ', ' \nThe authorising officer responsible shall determine the amounts to be reduced or recovered, wherever possible and \npracticable, on the basis of costs unduly declared as eligible for each grant concerned, following acceptance of the revised \nreports and financial statements submitted by the beneficiary.   \x0c ', ' \nWhere it is not possible or practicable to quantify precisely the amount of ineligible costs for each grant concerned, \nthe amounts to be reduced or recovered may be determined by extrapolating the reduction or recovery rate applied to the \ngrants for which the systemic or recurrent irregularities, fraud or breach of obligations have been demonstrated, or, where \nineligible costs cannot serve as a basis for determining the amounts to be reduced or recovered, by applying a flat rate, \nhaving regard to the principle of proportionality. The beneficiary shall be given the opportunity to propose a duly \nsubstantiated alternative method or rate before the reduction or recovery is made. ']",a material impact on a number of grants awarded to the beneficiary under similar conditions
cost incur,be,accordance,eligible in accordance with the grant agreement,"['accordance', 'grant agreement']",TITLE VIII GRANTS,Article 203  Supporting documents for payment requests ,"[' \nThe authorising officer responsible shall specify the supporting documents required to accompany payment \nrequests. ', ' \nFor each grant, pre-financing may be split into several instalments in accordance with sound financial management. \nThe request for a further pre-financing instalment shall be accompanied by a beneficiary’s statement on the consumption \nof previous pre-financing. The instalment shall be paid in full if at least 70 % of the total amount of any earlier pre- \nfinancing has been consumed. Otherwise, the instalment shall be reduced by the amounts still to be consumed until that \nthreshold is reached. ', ' \nThe beneficiary shall, without prejudice to the obligation to provide supporting documents, certify on its honour \nthat information contained in payment requests is full, reliable and true. The beneficiary shall also certify that the costs \nincurred are eligible in accordance with the grant agreement and that payment requests are substantiated by adequate \nsupporting documents that may be checked. ', ' \nA certificate on the financial statements of the action or the work programme and underlying accounts may be \ndemanded by the authorising officer responsible in support of interim payments or payments of balances of any amount. \nSuch a certificate shall be requested on the basis of a risk assessment taking into account, in particular, the amount of the \ngrant, the amount of the payment, the nature of the beneficiary and the nature of the supported activities. \nThe certificate shall be produced by an approved external auditor or, in the case of public bodies, by a competent and \nindependent public officer. \nThe certificate shall certify, in accordance with a methodology approved by the authorising officer responsible and on the \nbasis of agreed-upon procedures compliant with international standards, that the costs declared by the beneficiary in the \nfinancial statements on which the payment request is based are real, accurately recorded and eligible in accordance with \nthe grant agreement. In specific and duly justified cases, the authorising officer responsible may request the certificate in \nthe form of an opinion or other format in accordance with international standards. ', ' \nAn operational verification report, produced by an independent third party approved by the authorising officer \nresponsible, may be requested by the authorising officer responsible in support of any payment, on the basis of a risk \nassessment. The operational verification report shall state that the operational verification was done in accordance with a \nmethodology approved by the authorising officer responsible and whether the action or work programme was actually \nimplemented in accordance with the conditions set out in the grant agreement. ']",eligible in accordance with the grant agreement
beneficiary,provide,financial support,such financial support,['financial support'],TITLE VIII GRANTS,Article 204  Financial support to third parties ,"['\nWhere implementation of an action or a work programme requires the provision of financial support to third parties, the \nbeneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement \nbetween the beneficiary and the Commission, with no margin for discretion by the beneficiary. \nNo margin for discretion shall be considered to exist if the grant agreement specifies the following: \n(a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and \nthe criteria for determining the exact amount; \n(b) the different types of activities that may receive such financial support, on the basis of a fixed list; \n(c) the definition of the persons or categories of persons which may receive such financial support and the criteria for \nproviding it. \nThe threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the \nactions would otherwise be impossible or overly difficult. \nL 193/130  \n\x0c ']",such financial support
threshold,refer,second paragraph,may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult to in point of the second paragraph,"['objective', 'action', 'point', 'second paragraph']",TITLE VIII GRANTS,Article 204  Financial support to third parties ,"['\nWhere implementation of an action or a work programme requires the provision of financial support to third parties, the \nbeneficiary may provide such financial support if the conditions for such provision are defined in the grant agreement \nbetween the beneficiary and the Commission, with no margin for discretion by the beneficiary. \nNo margin for discretion shall be considered to exist if the grant agreement specifies the following: \n(a) the maximum amount of financial support that can be paid to a third party which shall not exceed EUR 60 000 and \nthe criteria for determining the exact amount; \n(b) the different types of activities that may receive such financial support, on the basis of a fixed list; \n(c) the definition of the persons or categories of persons which may receive such financial support and the criteria for \nproviding it. \nThe threshold referred to in point (a) of the second paragraph may be exceeded where achieving the objectives of the \nactions would otherwise be impossible or overly difficult. \nL 193/130  \n\x0c ']",may be exceeded where achieving the objectives of the actions would otherwise be impossible or overly difficult to in point of the second paragraph
beneficiary,award,accordance,the public contract in accordance with the beneficiary usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or as appropriate to the tender offering the lowest price while avoiding any conflict of interests,"['public contract', 'accordance', 'beneficiary usual purchasing practice', 'public contract', 'tender offering', 'good value', 'money', 'tender', 'low price', 'conflict', 'interest']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"[' \nWithout prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the \nCouncil ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the \nbeneficiary may award the public contract in accordance with its usual purchasing practices provided that the public \ncontract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, \nwhile avoiding any conflict of interests. ', ' \nWhere implementation of the action or work programme requires the award of a public contract with a value of \nmore than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by \nspecial rules in addition to those referred to in paragraph 1. \nThose special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the \npublic contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the \nrisk. Such special rules shall be included in the grant agreement. \n']",the public contract in accordance with the beneficiary usual purchasing practices provided that the public contract is awarded to the tender offering best value for money or as appropriate to the tender offering the lowest price while avoiding any conflict of interests
special rule,be,public contract,proportionate to the value of the public contracts,"['value', 'public contract']",TITLE VIII GRANTS,Article 205  Implementation contracts ,"[' \nWithout prejudice to Directive 2014/24/EU and Directive 2014/25/EU of the European Parliament and of the \nCouncil ( 1 ), where the implementation of the action or work programme requires the award of a public contract, the \nbeneficiary may award the public contract in accordance with its usual purchasing practices provided that the public \ncontract is awarded to the tender offering best value for money or, as appropriate, to the tender offering the lowest price, \nwhile avoiding any conflict of interests. ', ' \nWhere implementation of the action or work programme requires the award of a public contract with a value of \nmore than EUR 60 000, the authorising officer responsible may, if duly justified, require the beneficiary to abide by \nspecial rules in addition to those referred to in paragraph 1. \nThose special rules shall be based on rules contained in this Regulation and shall be proportionate to the value of the \npublic contracts concerned, the relative size of the Union contribution in relation to the total cost of the action and the \nrisk. Such special rules shall be included in the grant agreement. \n']",proportionate to the value of the public contracts
